Warning: truncated output (original token count: 119020)
Total output lines: 472

id,area,title,persona,journey,expected,entry_points,qa_status,bug_ids,fix_status,retest_status,fix_commits,evidence,last_report,overlaps,notes
TA-047,TA,Resume scheduler,Operator,,POST resume clears global pause; returns status.,Web Dashboard resume; `POST /api/scheduler/resume`; CLI `scheduler resume`,pass,,,,,`scheduler.go:140-170`; CLI `scheduler.go:103-126`; qa/evidence/batch-009-observe-scheduler/ta-047.json; qa/evidence/batch-009-observe-scheduler/ta039-ta048-summary.json,,,story: As a user I resume scheduler dispatch. || errors: None observed during isolated HTTP and UDS-backed CLI QA. || HTTP and UDS-backed CLI scheduler resume restored dispatch after pause. Browser/web affordance coverage remains blocked where applicable. || src: docs/qa/_seeds/feature-stories/02_analysis_tasks-automation.md || inventory: Needs QA
TA-048,TA,Drain scheduler,Operator,,POST drain pauses + waits up to timeout_seconds (non-negative); returns completed/timed_out + remaining claims.,Web Dashboard drain; `POST /api/scheduler/drain`; CLI `scheduler drain`,pass,,,,,"`scheduler.go:172-217,263-273`; CLI `scheduler.go:128-168`; qa/evidence/batch-009-observe-scheduler/ta-048.json; qa/evidence/batch-009-observe-scheduler/ta039-ta048-summary.json",,,story: As a user I pause dispatch and wait for active claims to finish. || errors: None observed during isolated HTTP and UDS-backed CLI QA. || HTTP and UDS-backed CLI scheduler drain paused dispatch with zero-timeout result and cleanup resume restored paused=false. Browser/web affordance coverage remains blocked where applicable. || src: docs/qa/_seeds/feature-stories/02_analysis_tasks-automation.md || inventory: Needs QA
TA-049,TA,Agent claim-next (long-poll),Agent,,"POST claim-next returns claim (200) with redacted lease, 204 when empty (no wait), or blocks then re-polls when `wait`; honors workspace/capability/priority criteria.",`POST (uds) /agent/tasks/claim-next`; `POST /api/agent/tasks/...`; agent SDK,pass,,,,,"`agent_tasks.go:31-111,333-381`; routes `uds:174`; qa/evidence/batch-010-agent-task-leases/ta-049.json; qa/evidence/batch-010-agent-task-leases/ta049-ta051-summary.json",,,"story: As an agent I claim the next eligible run, optionally long-polling. || errors: None observed during isolated HTTP and UDS-backed CLI QA. || CLI and HTTP claim paths passed with matching run coordination channels; empty no-wait HTTP claim returned 204; outputs exposed claim_token_hash only and no raw agh_claim_ token. Long-poll blocking branch was not separately timed because immediate and empty paths covered dispatch eligibility semantics. || src: docs/qa/_seeds/feature-stories/02_analysis_tasks-automation.md || inventory: Needs QA"
TA-050,TA,Agent heartbeat lease,Agent,,POST heartbeat with lease_seconds extends lease; bounded by `MaxRunLeaseDuration`.,`POST /agent/tasks/:run_id/heartbeat`,pass,,,,,"`agent_tasks.go:145-183,432-447`; routes `httpapi:152`; qa/evidence/batch-010-agent-task-leases/ta-050.json; qa/evidence/batch-010-agent-task-leases/ta049-ta051-summary.json",,,story: As an agent I extend my run lease. || errors: None observed during isolated HTTP and UDS-backed CLI QA. || CLI and HTTP heartbeat extended active leases; HTTP over-max lease_seconds returned 422; outputs exposed only redacted lease fields and no raw agh_claim_ token. || src: docs/qa/_seeds/feature-stories/02_analysis_tasks-automation.md || inventory: Needs QA
TA-051,TA,Agent complete/fail/release lease,Agent,,"POST verifies active lease for session, then transitions run; release returns to queue.","`POST /agent/tasks/:run_id/{complete,fail,release}`",pass,,,,,"`agent_tasks.go:185-298,300-331`; routes `httpapi:153-155`; qa/evidence/batch-010-agent-task-leases/ta-051.json; qa/evidence/batch-010-agent-task-leases/ta049-ta051-summary.json",,,"story: As an agent I complete/fail/release my claimed run via lease + token. || errors: None observed during isolated HTTP and UDS-backed CLI QA. || HTTP complete, CLI session-bound fail, HTTP release plus fresh reclaim, and wrong-session denial passed. CLI `task release` is operator force-release, so session-bound release is covered by the direct agent HTTP endpoint. || src: docs/qa/_seeds/feature-stories/02_analysis_tasks-automation.md || inventory: Needs QA"
TA-052,TA,Manage automation job,Operator/Agent,J-24,"Automation job CRUD remains dynamic-definition-only; job list returns a counted cursor page with daemon-owned `q/source/enabled/loop/scope/workspace/cursor/limit`, sources `config|package|dynamic`, exact total, scheduler state, and next-run projection; config/package rows remain read-only and the web exposes continuation.",Web `/jobs`; `*/automation/jobs*`; CLI `automation jobs`,untested,,,,,`automation.go:35-224`; routes `httpapi:245-252`; `jobs.tsx`; CLI `automation.go:110`; qa/evidence/batch-011-automation-crud-webhooks/ta-052.json; qa/evidence/batch-011-automation-crud-webhooks/ta052-ta060-summary.json,,,"story: As a user I create/list/get/update/delete a dynamic automation job. || errors: None observed during isolated HTTP and UDS-backed CLI/API QA. || HTTP and UDS-backed CLI job CRUD passed: create/list/get/update/delete, scheduler-enriched list/get, CLI `--enabled=false`, and deleted-get 404. Browser/web affordance coverage remains blocked where applicable. || src: docs/qa/_seeds/feature-stories/02_analysis_tasks-automation.md || inventory: Needs QA || QA impact 2026-07-11: Automation and Loop catalogs now expose server-filtered counted pages, exact totals/facets and cursor continuation across web/CLI/native surfaces; package/enabled filters are public; job statistics now name their recent sample truthfully; Loop bindings paginate in detail and the incomplete catalog badge was removed. Stale verdict reset to untested. Planning update only; historical evidence and bug/fix/retest fields preserved; no QA session ran."
TA-053,TA,Trigger job now,Operator,,POST trigger returns the started run.,Web job detail; `POST /api/automation/jobs/:id/trigger`; CLI `automation jobs trigger`,pass,,,,,`automation.go:226-239`; route `httpapi:251`; CLI `automation.go:381`; qa/evidence/batch-011-automation-crud-webhooks/ta-053.json; qa/evidence/batch-011-automation-crud-webhooks/ta052-ta060-summary.json,,,story: As a user I force an immediate manual run of a job. || errors: None observed during isolated HTTP and UDS-backed CLI/API QA. || HTTP trigger and UDS-backed CLI `automation jobs trigger` returned automation runs. CLI trigger used an HTTP-created task-backed job so the CLI behavior was isolated from provider prompt fixtures. || src: docs/qa/_seeds/feature-stories/02_analysis_tasks-automation.md || inventory: Needs QA
TA-054,TA,Job run history,Operator,J-24,"`GET` job run history remains the authoritative job-filtered run endpoint; the web detail labels its bounded recent window as `Runs shown` and `Recent success`, never as lifetime run count or success rate.",Web job detail run history; `GET /api/automation/jobs/:id/runs`; CLI `automation runs`,untested,,,,,`automation.go:241-268`; `automation-run-history.tsx`; CLI `automation.go:765`; qa/evidence/batch-011-automation-crud-webhooks/ta-054.json; qa/evidence/batch-011-automation-crud-webhooks/ta052-ta060-summary.json,,,"story: As a user I view run history for a job. || errors: None observed during isolated HTTP and UDS-backed CLI/API QA. || HTTP job-specific run history and UDS-backed CLI `automation jobs history` contained the manual trigger runs. || src: docs/qa/_seeds/feature-stories/02_analysis_tasks-automation.md || inventory: Needs QA || QA impact 2026-07-11: Automation and Loop catalogs now expose server-filtered counted pages, exact totals/facets and cursor continuation across web/CLI/native surfaces; package/enabled filters are public; job statistics now name their recent sample truthfully; Loop bindings paginate in detail and the incomplete catalog badge was removed. Stale verdict reset to untested. Planning update only; historical evidence and bug/fix/retest fields preserved; no QA session ran."
TA-055,TA,Job schedule modes,Operator,,"Cron expression, Go-duration interval, or at-time drives next-run; catch-up policy is one of `skip`, `coalesce`, or `replay` and handles missed intervals.",Web job-form cron-builder/interval/schedule-at; job `schedule` field,untested,,,,,"`automation/types.go:34-74`; `schedule.go:505-516,888-909`; `web/.../job-form/cron-builder.tsx`; qa/evidence/batch-011-automation-crud-webhooks/ta-055.json; qa/evidence/batch-011-automation-crud-webhooks/ta052-ta060-summary.json",,,"story: As a user I schedule a job by cron, interval (`every`), or at-time with catch-up. || errors: None observed during isolated HTTP and UDS-backed CLI/API QA. || Cron, every, and at schedule creation passed; scheduler state exposed next-run/catch-up data; invalid HTTP cron and CLI `every:0s` were rejected. || AGH-66 reset: catch-up contract changed from skip-only to `skip`/`coalesce`/`replay`; flag only, not retested. || src: docs/qa/_seeds/feature-stories/02_analysis_tasks-automation.md || inventory: Needs QA"
TA-056,TA,Manage automation trigger,Operator/Agent,J-24,"Automation trigger CRUD remains dynamic-definition-only; trigger list returns a counted cursor page with daemon-owned `q/source/enabled/event/loop/scope/workspace/cursor/limit`, sources `config|package|dynamic`, and exact total; config/package rows remain read-only and the web exposes continuation.",Web `/triggers`; `*/automation/triggers*`; CLI `automation triggers`,untested,,,,,`automation.go:270-425`; routes `httpapi:255-260`; `triggers.tsx`; CLI `automation.go:448`; qa/evidence/batch-011-automation-crud-webhooks/ta-056.json; qa/evidence/batch-011-automation-crud-webhooks/ta052-ta060-summary.json,,,"story: As a user I create/list/get/update/delete a dynamic event/webhook trigger. || errors: None observed during isolated HTTP and UDS-backed CLI/API QA. || HTTP and UDS-backed CLI trigger CRUD passed: create/list/get/update/delete with event/filter/enabled mutations and deleted-get 404. Browser/web affordance coverage remains blocked where applicable. || src: docs/qa/_seeds/feature-stories/02_analysis_tasks-automation.md || inventory: Needs QA || QA impact 2026-07-11: Automation and Loop catalogs now expose server-filtered counted pages, exact totals/facets and cursor continuation across web/CLI/native surfaces; package/enabled filters are public; job statistics now name their recent sample truthfully; Loop bindings paginate in detail and the incomplete catalog badge was removed. Stale verdict reset to untested. Planning update only; historical evidence and bug/fix/retest fields preserved; no QA session ran."
TA-057,TA,Trigger events + filters,Operator,,Trigger event must be a known event; filters narrow matches; webhook triggers require webhook_id + endpoint_slug + secret.,Web trigger-form event-catalog + filter rows; trigger `event`/`filter`/`webhook_*`,pass,,,,,"`automation/trigger.go:25-79,108-139`; `automation.go:910-941,999-1016`; `web/.../trigger-form/`; qa/evidence/batch-011-automation-crud-webhooks/ta-057.json; qa/evidence/batch-011-automation-crud-webhooks/ta052-ta060-summary.json",,,"story: As a user I fire a trigger on session.created/session.stopped/webhook with filters. || errors: None observed during isolated HTTP and UDS-backed CLI/API QA. || Filtered session.created, session.stopped, and webhook triggers fired or filtered as expected. Non-webhook update cleared webhook_id, endpoint_slug, and secret-present fields. Trigger prompts used `hello alpha` to match the acpmock fixture. || src: docs/qa/_seeds/feature-stories/02_analysis_tasks-automation.md || inventory: Needs QA"
TA-058,TA,Trigger run history,Operator,,GET returns runs filtered to the trigger.,Web trigger detail; `GET /api/automation/triggers/:id/runs`; CLI,pass,,,,,`automation.go:427-454`; route `httpapi:260`; qa/evidence/batch-011-automation-crud-webhooks/ta-058.json; qa/evidence/batch-011-automation-crud-webhooks/ta052-ta060-summary.json,,,"story: As a user I view run history for a trigger. || errors: None observed during isolated HTTP and UDS-backed CLI/API QA. || HTTP and UDS-backed CLI trigger histories contained the fired session-created, session-stopped, and webhook trigger runs. || src: docs/qa/_seeds/feature-stories/02_analysis_tasks-automation.md || inventory: Needs QA"
TA-059,TA,List/get automation runs,Operator,,GET list filters by job_id/trigger_id/status/since/until/limit; GET one by id.,"`GET /api/automation/runs`, `/runs/:id`; CLI `automation runs`",pass,,,,,"`automation.go:456-490,664-693`; routes `httpapi:263-264`; qa/evidence/batch-011-automation-crud-webhooks/ta-059.json; qa/evidence/batch-011-automation-crud-webhooks/ta052-ta060-summary.json",,,"story: As a user I browse all automation runs and view one. || errors: None observed during isolated HTTP and UDS-backed CLI/API QA. || HTTP run list/get passed with job_id, trigger_id, status, since, until, and limit filters; UDS-backed CLI `automation runs` list/get passed for a manual job run. || src: docs/qa/_seeds/feature-stories/02_analysis_tasks-automation.md || inventory: Needs QA"
TA-060,TA,Webhook delivery (HMAC),External system,,"POST requires timestamp + sha256 HMAC signature + delivery-id headers; enforces 1 MiB cap, freshness window, replay rejection; returns delivery result.","`POST /api/webhooks/global/:endpoint`, `/webhooks/workspaces/:workspace_id/:endpoint`",pass,,,,,"`automation.go:21-33,492-520,695-769`; `trigger.go:58-74`; routes `httpapi:523-525`; qa/evidence/batch-011-automation-crud-webhooks/ta-060.json; qa/evidence/batch-011-automation-crud-webhooks/ta-060-global.json; qa/evidence/batch-011-automation-crud-webhooks/ta052-ta060-summary.json",,,story: As an external system I deliver a signed webhook that fires a workspace/global trigger. || errors: None observed during isolated HTTP and UDS-backed CLI/API QA. || Signed workspace and global webhook delivery passed. Replay returned 409; bad signature and stale timestamp returned 401; nonmatching filter returned matched=0; oversized payload returned 413; response evidence did not expose webhook secret values. || src: docs/qa/_seeds/feature-stories/02_analysis_tasks-automation.md || inventory: Needs QA
TA-061,TA,Config-backed job/trigger policy,Operator,,Update with any non-`enabled` field → 400; DELETE of config-source → 400.,"`PATCH/DELETE /api/automation/{jobs,triggers}/:id`",pass,,,,,"automation.go:166-224,378-425,869-885,1023-1042; qa/evidence/batch-012-automation-config-settings/ta-061.json; qa/evidence/batch-012-automation-config-settings/ta061-ta062-summary.json",,,"story: As a user I can only toggle `enabled` on config-sourced jobs/triggers and cannot delete them. || errors: None observed during isolated HTTP and UDS-backed CLI QA. UI disable affordance was not visually verified because the QA bootstrap browser mode remains blocked, but API and CLI enforce the config-backed policy. || Config reload precheck correctly returned restart-required; daemon restart materialized temporary config-backed definitions. HTTP and CLI source=config listing passed. Enabled-only updates passed. Non-enabled patches and deletes were rejected with HTTP 400 or nonzero CLI errors. Runtime config was restored and source=config lists returned empty. || src: docs/qa/_seeds/feature-stories/02_analysis_tasks-automation.md || inventory: Needs QA"
TA-062,TA,Automation enable/disable (settings),Operator (privileged),,GET returns automation settings; PATCH (privileged on HTTP) toggles enablement; health reflects scheduler running.,`GET/PATCH /api/settings/automation`; CLI settings,pass,BUG-0006,fixed,pass,,"routes httpapi:460-461 privileged, uds:489-490; automation.go:594-609; qa/evidence/batch-012-automation-config-settings/ta-062-prefix-bug006.json; qa/issues/BUG-006.md; qa/evidence/batch-012-automation-config-settings/ta-062.json; qa/evidence/batch-012-automation-config-settings/ta061-ta062-summary.json",,MS-037,"story: As an admin I enable/disable automation runtime globally. || errors: BUG-006: after automation was disabled and activated by daemon restart, agh config set automation.enabled true --json reported lifecycle=live/restart_required=false even though settings runtime still showed scheduler_running=false until restart. Root cause was stale latest-applied active hash initialization in settings active state. || migrated-status: qa=Passed after BUG-006 retest | error=BUG-006 resolved | retest=Retested: HTTP disable PATCH returns restart-required; after restart settings/status show automation disabled and scheduler stopped; CLI enable now returns restart-required; after restart settings/status show scheduler running; config restored. || overlap: Automation-domain settings behavior; overlaps generic settings section MS-037. || HTTP PATCH was allowed on the loopback privileged route. UDS-backed CLI config get observed the disabled value. config set automation.enabled true now preserves restart-required lifecycle after BUG-006 fix. || src: docs/qa/_seeds/feature-stories/02_analysis_tasks-automation.md || inventory: Needs QA"
TA-063,TA,Loop-target automation job start,Operator/Agent,,"A scheduled automation job with target_kind=loop starts the declared Loop through loop.Service.Start, records automation_runs.status=delegated and loop_run_id, carries scheduled/catch-up metadata into loop_run.start_metadata, defaults watch-source loops to catch-up coalesce, and rejects disallowed start[] or missing inputs deterministically.",HTTP/CLI/UDS automation jobs; scheduler fire path,untested,,,,,,,,"story: As an operator or agent I schedule a job that starts a Loop instead of an agent session. || Added by Task 13 QA tracker impact; flag only, not retested. || AGH-66 update: scheduled Loop starts now expose catch-up policy/start metadata and structured forbid-conflict behavior. || src: .compozy/tasks/loops/task_13.md"
TA-064,TA,Loop-target trigger and webhook start,Operator/Agent,,"A trigger or signed webhook with target_kind=loop maps static inputs plus input_mapping payload fields into the Loop schema, creates one observable loop_run, and records delegated loop_run_id correlation.",HTTP/CLI/UDS automation triggers; signed webhook ingress,untested,,,,,,,,"story: As an operator or external system I fire a trigger/webhook that starts a Loop with typed inputs. || Added by Task 13 QA tracker impact; flag only, not retested. || src: .compozy/tasks/loops/task_13.md"
TA-065,TA,Automation list loop filter,Operator/Agent,J-24,Automation job and trigger lists apply `loop=<name>` inside their counted paged query across HTTP/UDS/CLI/native surfaces using typed loop columns; Loop detail loads jobs and triggers independently with exact totals and continuation.,HTTP/UDS automation list; CLI automation jobs/triggers --loop; native automation list tools,untested,,,,,,,,"story: As an operator or agent I list automations attached to one Loop for the Loop detail bindings panel. || Added by Task 13 QA tracker impact; flag only, not retested. || src: .compozy/tasks/loops/task_13.md || QA impact 2026-07-11: Automation and Loop catalogs now expose server-filtered counted pages, exact totals/facets and cursor continuation across web/CLI/native surfaces; package/enabled filters are public; job statistics now name their recent sample truthfully; Loop bindings paginate in detail and the incomplete catalog badge was removed. Status remains untested for the changed contract. Planning update only; historical evidence and bug/fix/retest fields preserved; no QA session ran."
TA-066,TA,Loop start binding parity,Operator/Agent,,"Manual, CLI, HTTP, UDS, trigger, schedule, webhook, network, extension, and native_tool start bindings derive the correct actor and validate typed inputs before the single loop.Service.Start path.",Loop start binding layer; downstream HTTP/UDS/tool/CLI callers in tasks 14/15,untested,,,,,,,,story: As an operator or agent I can start a Loop from any declared surface with the same runtime semantics. || Added by Task 13 QA tracker impact; direct external surface wiring remains shared with tasks 14/15. || src: .compozy/tasks/loops/task_13.md
TA-067,TA,Loop catalog HTTP/UDS API,Operator/Agent,J-07,"Loop catalog HTTP/UDS CRUD preserves status/body errors, CAS 409, per-node PATCH lint 422, and workspace isolation; list returns `{loops,facets,page}` with `q/kind/category/status/sort/cursor/limit`, lean `last_run`, exact total, and stable continuation.",HTTP/UDS Loop catalog routes; generated OpenAPI/TS clients,untested,,,,,,,,"story: As an operator or agent I manage Loop definitions through HTTP or UDS with the same semantics. || Added by Task 14 QA tracker impact; flag only, not retested. || src: .compozy/tasks/loops/task_14.md || QA impact 2026-07-11: Automation and Loop catalogs now expose server-filtered counted pages, exact totals/facets and cursor continuation across web/CLI/native surfaces; package/enabled filters are public; job statistics now name their recent sample truthfully; Loop bindings paginate in detail and the incomplete catalog badge was removed. Status remains untested for the changed contract. Planning update only; historical evidence and bug/fix/retest fields preserved; no QA session ran."
TA-068,TA,Loop run and dry-run HTTP/UDS API,Operator/Agent,,"POST /loops/:name/run and ?dry=true start or plan a Loop with typed inputs, declared start-kind binding, deterministic status/body errors, and actor identity mapping.",HTTP/UDS Loop run routes; generated OpenAPI/TS clients,untested,,,,,,,,"story: As an operator or agent I start or dry-run a Loop through the public API. || Added by Task 14 QA tracker impact; flag only, not retested. || src: .compozy/tasks/loops/task_14.md"
TA-069,TA,Loop config and annotations API,Operator/Agent,,GET/PUT /config and GET/PUT /annotations persist workspace-scoped Loop config overrides and editor positions without leaking same-name loops across workspaces.,HTTP/UDS Loop config and annotations routes,untested,,,,,,,,"story: As an operator or editor I manage Loop runtime defaults and diagram annotations per workspace. || Added by Task 14 QA tracker impact; flag only, not retested. || src: .compozy/tasks/loops/task_14.md"
TA-070,TA,Loop-runs list/detail and controls,Operator/Agent,,"GET /loop-runs, GET /loop-runs/:run_id, and stop/pause/resume/approve routes return status/body contracts, KPI aggregates, executed_definition, active gate/budget approval metadata, start_metadata, and workspace-isolated run detail/control behavior.",HTTP/UDS loop-runs routes; generated OpenAPI/TS clients,untested,,,,,,,,"story: As an operator or agent I list, inspect, and control Loop runs through HTTP or UDS. || Added by Task 14 QA tracker impact; flag only, not retested. || AGH-64/66 update: run detail now exposes pinned executed definition and start metadata. || src: .compozy/tasks/loops/task_14.md"
TA-071,TA,Loop run SSE stream,Operator/Agent,,"GET /loop-runs/:run_id/events streams retained Loop run events as SSE with sequence resume via Last-Event-ID or after_sequence, including status, node running/terminal, generation, gate verdict, channel message, token tick, and needs-approval events with redacted/bounded payloads and no cross-workspace leakage.",HTTP SSE /loop-runs/:run_id/events,untested,,,,,,,,"story: As an operator or agent I subscribe to live Loop run events and resume after reconnect. || Added by Task 14 QA tracker impact; flag only, not retested. || AGH-61/62 update: durable Loop SSE event taxonomy expanded; payload redaction is part of the contract. || src: .compozy/tasks/loops/task_14.md"
TA-072,TA,Loops OpenAPI and TypeScript contract,Developer/Agent,J-07,"The coordinated OpenAPI/TypeScript generation exposes every Loop route/status/body plus strict enums/defaults/executed definitions/events, and represents Loop list `{loops,facets,page}` with `q/kind/category/status/sort/cursor/limit`, lean `last_run`, and automation loop-target/catch-up additions without drift.",OpenAPI artifact; generated web TypeScript types,untested,,,,,,,,"story: As a developer or agent I can rely on generated clients/types for the Loop API without drift. || Added by Task 14 QA tracker impact; flag only, not retested. || AGH-61..66 update: contract/codegen surface changed; flag only. || src: .compozy/tasks/loops/task_14.md || QA impact 2026-07-11: Automation and Loop catalogs now expose server-filtered counted pages, exact totals/facets and cursor continuation across web/CLI/native surfaces; package/enabled filters are public; job statistics now name their recent sample truthfully; Loop bindings paginate in detail and the incomplete catalog badge was removed. Status remains untested for the changed contract. Planning update only; historical evidence and bug/fix/retest fields preserved; no QA session ran."
TA-073,TA,Automation Loop-target API contract,Operator/Agent,J-09,"Automation job/trigger create/update contracts expose `target_kind=loop`, `loop_target`, start-kind 422 validation, and delegated `loop_run_id`; the corresponding counted list contracts include loop plus source/enabled/event/scope/cursor/limit filters and exact page metadata.",HTTP/UDS automation jobs/triggers API; generated OpenAPI/TS clients,untested,,,,,,,,"story: As an operator or agent I manage automations targeting Loops through the existing automation API. || Added by Task 14 QA tracker impact; flag only, not retested. || src: .compozy/tasks/loops/task_14.md || QA impact 2026-07-11: Automation and Loop catalogs now expose server-filtered counted pages, exact totals/facets and cursor continuation across web/CLI/native surfaces; package/enabled filters are public; job statistics now name their recent sample truthfully; Loop bindings paginate in detail and the incomplete catalog badge was removed. Status remains untested for the changed contract. Planning update only; historical evidence and bug/fix/retest fields preserved; no QA session ran."
TA-074,TA,Loop native tool catalog and availability,Agent,J-09,"The native `agh__loops` toolset exposes deterministic dependency availability and all Loop verbs; `agh__loop_list` returns `{loops,facets,page}` with filters/cursor/limit while inspect/run/status remain rich and surface-parity safe.",Native tool catalog; agh__loops toolset; NativeAvailabilityFunc,untested,,,,,,,,"story: As an agent I discover Loop management tools only when their runtime dependency is available. || Added by Task 15 QA tracker impact; flag only, not retested. || src: .compozy/tasks/loops/task_15.md || QA impact 2026-07-11: Automation and Loop catalogs now expose server-filtered counted pages, exact totals/facets and cursor continuation across web/CLI/native surfaces; package/enabled filters are public; job statistics now name their recent sample truthfully; Loop bindings paginate in detail and the incomplete catalog badge was removed. Status remains untested for the changed contract. Planning update only; historical evidence and bug/fix/retest fields preserved; no QA session ran."
TA-075,TA,Loop native definition management tools,Agent,,"agh__loop_list/inspect/validate/create/configure/delete manage Loop definitions with HTTP/UDS parity, expected_version CAS on writes, structured lint diagnostics, and user-definition-only delete semantics.",Native tools agh__loop_list/inspect/validate/create/configure/delete,untested,,,,,,,,"story: As an agent I author and manage Loop definitions through structured native tools. || Added by Task 15 QA tracker impact; flag only, not retested. || src: .compozy/tasks/loops/task_15.md"
TA-076,TA,Loop native run and control tools,Agent,,"agh__loop_run/status/runs/stop/pause/resume start, dry-run, list, inspect, and control Loop runs with the same workspace isolation and status/error contracts as HTTP/UDS.",Native tools agh__loop_run/status/runs/stop/pause/resume,untested,,,,,,,,"story: As an agent I run and control Loops through native tools with API-equivalent semantics. || Added by Task 15 QA tracker impact; flag only, not retested. || src: .compozy/tasks/loops/task_15.md"
TA-077,TA,Loop approval native safety,Agent/Approver,,"agh__loop_approve requires loops.approve capability, rejects self-approval by the authoring agent session, and accepts only hash-form approval tokens without raw token transport/log/SSE exposure.",Native tool agh__loop_approve; tool capability gates,untested,,,,,,,,"story: As an approving agent I can decide a Loop human gate without allowing self-approval or raw approval-token leakage. || Added by Task 15 QA tracker impact; flag only, not retested. || src: .compozy/tasks/loops/task_15.md"
TA-078,TA,Loop CLI parity,Operator/Agent,J-07,`agh loop` verbs route through UDS with Loop API parity; `agh loop list` accepts `q/kind/category/status/sort/cursor/limit` and renders structured page/facet metadata and continuation without discarding total truth.,CLI agh loop verbs,untested,,,,,,,,"story: As an operator or agent I manage Loops from the CLI with the same behavior as HTTP, UDS, and native tools. || Added by Task 15 QA tracker impact; flag only, not retested. || src: .compozy/tasks/loops/task_15.md || QA impact 2026-07-11: Automation and Loop catalogs now expose server-filtered counted pages, exact totals/facets and cursor continuation across web/CLI/native surfaces; package/enabled filters are public; job statistics now name their recent sample truthfully; Loop bindings paginate in detail and the incomplete catalog badge was removed. Status remains untested for the changed contract. Planning update only; historical evidence and bug/fix/retest fields preserved; no QA session ran."
TA-079,TA,Loop config defaults lifecycle,Operator/Agent,,"[loops.defaults.delivery] and [loops.defaults.watch] load from global/workspace config, seed new Loop effective config for delivery/watch modes, include model_defaults.worker/judge for run-agent and agent-judge routing, expose agent-manageable config paths, and reject defaults above compile-time ceilings.",config.toml; agh config set loops.defaults.*; agh__config_*; Loop start/coordinator runtime,untested,,,,,,,TA-069,"story: As an operator or agent I configure global/workspace Loop defaults that seed new runs without changing per-loop loop_config overrides. || Added by Task 16 QA tracker impact; flag only, not retested. || AGH-63 update: model_defaults.worker/judge added to Loop defaults. || src: .compozy/tasks/loops/task_16.md"
TA-080,TA,Default dev-cycle software-delivery Loop,Operator/Agent,,"The `dev-cycle` extension provides a read-only software-delivery definition in the Loop catalog; it lints cleanly, accepts `slug` plus optional implementer/check/commit inputs, imports `.compozy/tasks/<slug>`, runs tasks sequentially through review/verify/approval, and never hardcodes a project check.",Loop catalog; agh__loop_run; CLI/API loop run; loop-runs events,untested,,,,,,,TA-076|TA-078|ET-052,"story: As an operator or agent I start the default `software-delivery` Loop without authoring YAML and get a verified terminal outcome. || Corrected by `_changes_spec.md` v2 R10 after Task 17 drift; flag only, not retested. || Task03 2026-07-08: gated loop run-agent session posture and allowed_tools narrowing are now part of the scenario retest scope. || src: .compozy/tasks/loops/_changes_spec.md"
TA-081,TA,Default dev-cycle reviews-watch Loop,Operator/Agent,,"The `dev-cycle` extension provides a read-only reviews-watch definition in the Loop catalog; it lints cleanly, accepts `pr` plus optional fixer/push/poll inputs, requires `gh` authentication for CodeRabbit behavior, wakes on `coderabbit_pr_review`, resolves threads through extension tools, and stalls truthfully on silence.",Loop catalog; agh__loop_run; CLI/API loop run; loop-runs events,untested,,,,,,,TA-076|TA-078|ET-052,"story: As an operator or agent I start the default `reviews-watch` Loop without authoring YAML and get remediation, clean completion, or a truthful stalled outcome. || Corrected by `_changes_spec.md` v2 R10 after Task 17 drift; flag only, not retested. || Task03 2026-07-08: gated fix_batch run-agent session posture and allowed_tools narrowing are now part of the scenario retest scope. || src: .compozy/tasks/loops/_changes_spec.md"
TA-082,TA,Loops sidebar navigation,Operator,,"The app sidebar Operate section exposes a Loops nav item linking to /loops; Loops stays active on loop detail, editor, configure, and run child routes. Runs (/loop-runs) is reached from within Loops, not as a separate sidebar entry.",web app sidebar Operate section; web /loops route,untested,,,,,,,,"story: As an operator I discover Loops from the sidebar without typing URLs. || Added by sidebar nav wiring; flag only, not retested."
TA-083,TA,"Loop run form (typed inputs, overrides, dry-run)",Operator/Agent,,"The run form auto-generates a typed control per declared input (string/number/bool/file/agent/ref) with type badges + required markers, keeps Run disabled until required inputs are filled, shows Advanced per-run overrides (6 clamped fields with default/ceiling) and NO cost-cap input, renders the gen-1 plan on Dry run without creating a run, and starts a run on Run.",web /loops/:name/run (loops.$name.run.tsx); POST /loops/:name/run (dry + start),untested,,,,,,,,"story: As an operator or agent I run a Loop from an auto-generated typed form with a live contract preview and an optional dry-run. || Added by Task 20 QA tracker impact; flag only, not retested. || src: .compozy/tasks/loops/task_20.md"
